Title,Abstract,Authors,DOI,DOI link,Venue,Citation count,Year,Industrial Application Focus,"Reasoning for ""Industrial Application Focus""",Industrial Water Context,"Reasoning for ""Industrial Water Context""",Metal Scope Relevance,"Reasoning for ""Metal Scope Relevance""",Microalgae Biosorbent,"Reasoning for ""Microalgae Biosorbent""",Microalgae Component Required,"Reasoning for ""Microalgae Component Required""",Quantitative Performance Data,"Reasoning for ""Quantitative Performance Data""",Study Type,"Reasoning for ""Study Type""",Target Metals,"Reasoning for ""Target Metals""",Screening judgement,"Reasoning for ""Screening judgement""",Screening score
The Use of Photosynthetic Microorganisms in Bioremediation,"The microorganisms play an important role in selfpurification of water and soil environment as decomposers in the ecosystem. Microbial technologies, such as a activated sludge or oxidation pond processes, have been extensively applied to the treatment of industrial and domestic sewages to break down organic wastes. Another type of treatment is based on their ability to remove specific substances such as phosphorus, nitrates and heavy metals. The environmental pollution by toxic metals, especially Pb, Hg, Cd, is a potential hazard to the health and welfare of mankind. Many people in Japan suffered from diseases caused by pollution of heavy metals, such as ache-ache disease and Minamata disease. We feel misgivings about the similar environmental pollution in the developing countries, for the rapidly growing industrial operations would release heavy metals and those metals even at very low concentrations would be concentrated biologically through natural food chains. Microalgae can concentrate metals and transform them into less hazardous forms, and the use of microalgal biomass would offer a potential alternative to conventional methods for detoxification and for recovery of toxic or valuable metals. This review summarizes an information on physiological relations between heavy metals and microorganisms, especially microalgae, and presents some applications of algal biotechnology that has been developed to use microalgal biomass for bioremediation of heavy metals.","H. Nagase, D. Inthorn, K. Miyamoto",10.1248/JHS1956.40.479,https://doi.org/10.1248/JHS1956.40.479,-,6,1994,yes,"The paper has a clear industrial wastewater treatment context, discussing industrial sewage treatment and industrial operations.",yes,"The paper discusses industrial sewage treatment and mentions ""rapidly growing industrial operations.""",no,"The paper appears to focus primarily on Pb, Hg, and Cd, which are not among the target metals specified in the criteria. There's no mention of the target metals of interest.",yes,"The paper explicitly discusses microalgae as biosorbents for metal removal, mentioning that ""microalgal biomass would offer a potential alternative to conventional methods for detoxification and for recovery of toxic or valuable metals.""",yes,"Microalgae are a central focus of the paper, specifically discussing their role in metal removal.",maybe,"As this is a review paper, it's not clear from the abstract whether it includes quantitative performance data. The abstract suggests it summarizes information but doesn't specify if this includes quantitative data.",yes,"This is explicitly identified as a review paper, which is one of the acceptable study types.",maybe,"The paper mentions heavy metals but focuses primarily on Pb, Hg, and Cd, which are not the target metals specified in the criteria. It doesn't explicitly mention copper or other critical metals.",Include,"The study explores microalgae's potential for metal removal in industrial contexts, but primarily focuses on non-target metals like lead, mercury, and cadmium. While the paper meets several screening criteria related to microalgae biosorbents and industrial applications, its narrow metal scope and unclear quantitative performance data limit its alignment with the specified research parameters. The review's broad approach and lack of focus on critical metals suggest limited relevance to the targeted research objectives.",2.9
Phycoremediation: a path towards heavy metal bioremediation from wastewater,"Heavy metals (HMs) have emerged as a significant and complex water pollution problem globally. These pollutants are particularly concerning due to their teratogenic, mutagenic, poisonous and carcinogenic properties, as well as their non‐biodegradability. Traditional removal techniques often fall short in addressing these issues, leading to a search for more effective solutions. One promising alternative is the phycoremediation process, which employs microalgae to remove HMs from wastewater. This method is not only cost‐effective but also environmentally friendly, offering the additional benefits of nutrient recovery from polluted water and conversion into value‐added products. This review delves into the capabilities of microalgae in remediating HM‐polluted water, examining the various factors and methods that affect the process. Key improvements that can enhance the efficiency of phycoremediation include immobilizing microalgae to increase their stability and longevity, utilizing binary cultures to harness synergistic effects and implementing cellular and genetic modifications to boost HM uptake and resilience. Moreover, the integration of algorithms and artificial intelligence can optimize phycoremediation processes by predicting and controlling environmental conditions, enhancing the precision and effectiveness of HM removal. The combination of these advanced strategies holds promise for overcoming the limitations of conventional methods, positioning phycoremediation as a viable solution for mitigating HM contamination in water bodies. © 2024 The Author(s). Journal of Chemical Technology and Biotechnology published by John Wiley & Sons Ltd on behalf of Society of Chemical Industry (SCI).","Naila Amel Agoun, Fatma Gizem Avci",10.1002/jctb.7745,https://doi.org/10.1002/jctb.7745,Journal of Chemical Technology &amp; Biotechnology,3,2024,maybe,The paper discusses industrial applications but also covers broader contexts. It's not exclusively focused on industrial wastewater treatment.,maybe,"The paper mentions industrial contexts (mining, battery manufacturing, nuclear facilities, textile dyeing, tannery) but also discusses other contexts. It's not exclusively focused on industrial applications.",yes,"While the paper covers both target and non-target metals, it does include relevant target metals (copper and nickel) in its scope.",yes,"The paper extensively discusses microalgae as biosorbents, including both living and dead cells, and various modification techniques. This is a central focus of the review.",yes,"Microalgae are the primary focus of the review, with extensive discussion of various microalgal species and their applications.",yes,"The paper includes specific quantitative data, such as removal efficiencies (e.g., ""86.7% for Fe phycoremediation"") and biosorption capacities (e.g., ""Cu, 33.4 mg g-1; Zn, 28.5 mg g-1"").",yes,"This is a systematic review/meta-analysis, which is explicitly stated in the paper and meets this criterion.",maybe,"The paper discusses heavy metals including nickel (Ni) and copper (Cu), which are target metals. However, it also covers non-target metals like chromium, lead, and cadmium. The focus isn't exclusively on target metals.",Include,"This comprehensive review systematically explores microalgae-based biosorption of heavy metals, providing quantitative performance data across multiple industrial and environmental contexts. The study covers both target and non-target metals, with a strong focus on microalgae as a biosorbent component and including detailed discussions of removal mechanisms, modification techniques, and potential applications. While not exclusively industrial in scope, the research offers significant insights into metal removal strategies using microalgae across various wastewater treatment scenarios.",4.3
LITERATURE REVIEW OF REMOVAL OF HEAVY METALS USING COCONUT SHELL BASED CHARCOAL,"Heavy metals present in waste water are posing major threats to living organisms and its removal is therefore of huge concern now. Among other techniques available, adsorption is one of the easiest and cost effective ways of water treatment. The treatment becomes even more cost effective if sorbents can be prepared from renewable and cheap sources like agro wastes. Activated carbon produced from coconut shells can be used to remove heavy metals. 70% removal of copper is found with an initial concentration of 2 ppm, pH of 5 and adsorbant dosage of 10 g/L. Activated carbon can be modified by converting it into composites. Activated carbon-iron oxide nano composite gave a removal of 87% with the same initial parameters.It can be considered as future expansion of the paper.",A. Jayan,-,-,-,3,2019,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
"A review on assessment of ionic liquids in extraction of lithium, nickel, and cobalt vis-à-vis conventional methods","This review discusses the extraction of critical metals (Li, Co, and Ni) using ionic liquids. Here, ionic liquids act as solvents for the separation and extraction of metals. In addition to extraction, they can be used as a lixiviant to leach out metals from spent lithium-ion batteries. Leaching and extraction of metals from the leachate can be performed using a single ionic liquid solvent. Lithium, cobalt, and nickel have been discussed in detail as per their reactivity towards an ionic liquid based on the extraction efficiency and reusability of the ionic liquid. Recycling and reusability of ionic liquids are crucial parameters to be considered while using them as solvents for extracting metals. Moreover, all the other methods such as solvent extraction, ion exchange, ionic liquids, and DES-based separation of metals are compared with respect to their extraction efficiency, cost-effectiveness, and reusability.","P. Meshram, Nikita Agarwal, Abhilash",10.1039/d4ra08429b,https://doi.org/10.1039/d4ra08429b,RSC Advances,4,2025,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Removal of Ni(II) ions from wastewater by raw and modified plant wastes as adsorbents: A review,"Adsorption may be used to process significant metal particles in contaminated wastewater by various methods. The authors looked at various adsorbents for the expulsion of Ni(II) particles from an aquatic environment by different researchers. This paper aims to gather scattered open knowledge on a large variety of potentially persuasive adsorbents for the removal of Ni(II) particles. The present work on the usage of nickel by various natural/modified adsorbents was studied profoundly, for example, natural/modified agricultural waste, agricultural activated carbon, algae, fungal and, aquatic plant biomasses. This performance was assessed for removal efficiency and the sorbent capacity of used natural/waste materials in the system processes. Isotherm and kinetic studies results were obtained from pH solution equilibrium contact time, adsorbent dose, initial metal concentration, and temperature of various adsorbents toward the Ni(II) particles to be examined. A documented analysis of reputed published papers revealed that industrial solid waste products, natural materials, and biosorbents have extraordinary Ni (II) adsorption ability from wastewater.","J. Vijayaraghavan, Zunaithur Rahman, J. Thivya",10.30492/IJCCE.2020.125524.4100,https://doi.org/10.30492/IJCCE.2020.125524.4100,-,4,2020,yes,"The paper has a clear industrial wastewater treatment context, discussing various industrial applications and wastewater treatment scenarios.",yes,"The paper discusses industrial wastewater treatment, particularly in the context of metal plating, leather, textile industries, and other industrial applications.",maybe,"The paper focuses primarily on nickel, which is one of the target metals. However, it doesn't cover other target metals like copper, cobalt, or lithium.",maybe,"The paper discusses microalgae as biosorbents, particularly in the later sections, covering various types of algae including Dunaliella sp., Kappaphycus Alvarezii, Sargassum, Turbinaria, and Ulva. However, this is only one part of a broader review that covers many other biosorbents.",maybe,"While the paper includes microalgae as one of the biosorbent types studied, it's not exclusively focused on microalgae. The paper covers a wide range of biosorbents including agricultural waste, activated carbon, fungi, and aquatic plants.",yes,"The paper provides extensive quantitative data on biosorption performance, including removal efficiencies, adsorption capacities, and recovery rates for various biosorbents.",yes,"This appears to be a systematic review/meta-analysis of various biosorption studies, which is an acceptable study type according to the criteria.",maybe,"The paper focuses primarily on nickel (NiII)() removal, which is one of the target metals. However, it doesn't specifically focus on copper or other critical metals mentioned in the criteria.",Include,"The systematic review covers nickel removal from industrial wastewater using various biosorbents, with a comprehensive analysis of microalgae, agricultural waste, and other materials. While the study provides quantitative performance data and focuses on industrial applications, it lacks exclusive concentration on microalgae and does not fully explore the range of target metals. The research offers insights into biosorption techniques across multiple biomass types, demonstrating potential for industrial wastewater treatment.",3.5
Harmful Impacts of Heavy Metals and Utility of Biosorption Technique for Their Removal from Wastewater: A Review,"The increasing number of efluents discharged from the source of water (urban, industrial, agricultural etc.), is resulting in a higher concentration of heavy metals in the source. Heavy metals have a density of over 5g/cm3 to the metals. These are toxic, mutagenic, carcinogenic and resistant in watery and non-aquatic environments and impact water and non-water bodies seriously by substituting the basic metals of the same function. The extraction from the wastewater can be done in numerous techniques for example using an ion replacement, membrane filtration, osmosis, etc. This study discusses the adverse effects of heavy metals on the human body, the benefits of biosorption over traditional approaches for removal of heavy metals, the different biosorbents used to extract heavy metals and concerning issues regarding its commercial use, offering a wider viewpoint for the diversity of biosorbents and utilization of biosorption technique. It is evident from the profound literature survey that pH, biosorbent particle size, contact time, initial metal ion concentration, presence of chelating ligands etc. are some factors that affect the rate and extent of biosorption.","A. Negi, Arpita Negi, Rajesha Kumar, B. Kumar, S. Joshi, N. Bhandari",10.15415/jce.2021.81001,https://doi.org/10.15415/jce.2021.81001,Journal of Chemistry Environmental Sciences and its Applications,2,2022,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Biopolymer-driven nano technology for industrial effluent remediation; the emerging role of alginate- based nano-composites; A review,"The contamination of water resources with heavy metal ions (HMs) presents a significant challenge that necessitates the use of highly effective remediation techniques, including enhanced adsorption. Alginate-based hydrogels, in particular, have garnered considerable attention as a promising class of advanced adsorbents. This interest stems from their numerous oxygen-rich functional groups, ease of chemical alteration, wide availability, and environmentally friendly and sustainable nature. This overview synthesizes recent developments in the removal of HMs using alginate-based hydrogel sorbents. Nano-based composites of alginates have become a focus for their application as biosorbents in addressing environmental concerns, such as the extraction and reclamation of heavy metals from contaminated water sources, owing to their unique properties. The primary characteristics that support the application of alginate-based biosorbents for environmental remediation include: high selectivity and sorption capacity, renewability, and the ability for safe handling. Additionally, their sorption capacity can be improved through straightforward physical and chemical modifications, and they are easily separated from treated water, facilitating simple regeneration and reuse over multiple sorption-desorption cycles. This review further delves into the mechanisms that govern the adsorption process. Finally, it outlines the existing challenges and future directions for the creation and application of these materials. It is anticipated that this compilation of pertinent information will encourage further scientific investigation into advancing functional alginate-based hydrogels for adsorption purposes","E. Sanad, K. Z. El Wakeel, M. S. Beheary, A. Abdelaal",10.21608/ajbas.2025.405695.1269,https://doi.org/10.21608/ajbas.2025.405695.1269,Alfarama Journal of Basic &amp; Applied Sciences,0,2025,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Beneficial microorganisms in the remediation of heavy metals,"Environmental pollutants have become a critical concern for human beings in the last century. Different pollutants including heavy metals are found in water, soil, and air, and have created huge number of problems for various organisms in the planet including human. Most of them are highly toxic for all organisms in the nature. However, they play various positive roles in our live and we cannot easily ignore them. Therefore, there is no way but to remediate/remove them from the environment. Bioremediation/bioremoval has become one of the up-to-dated solutions for the environmental pollution due to its high potential and many benefits in refining heavy metals. In one side heavy metals contaminating sources are hugely different (both natural and anthropogenic) and on the other side various microbes (bacteria, fungi and microalgae) are capable of heavy metals removal from the environment. The fate of heavy metals toxicity in the nature is on the hand of human and human should play role on the microbes' ground. We review their strong potential in heavy metals bioremediation in this chapter. Microbes (both living and nonliving) can isolate heavy metals from environment. Biofilm based adsorption, and biochemical processes based removal are two of major fields that are investigated in this chapter.","Nasser Delangiz, Mohammad Behrouzi Varjovi, B. A. Lajayer, M. Ghorbanpour",10.1016/b978-0-12-818469-1.00034-1,https://doi.org/10.1016/b978-0-12-818469-1.00034-1,-,7,2020,no,,no,,no,,no,,no,,no,,no,,no,,Exclude,Cannot perform full text screening: full text not available.,0.1
A microplate-based bioassay for toxicity testing using the large benthic algal species Closterium ehrenbergii.,"Pollution of water bodies by metals has long been studied but still remains a threat to healthy ecosystems. While most ecotoxicological studies on algae are performed with planktonic standard species such as Raphidocelis subcapitata, benthic algae may depict the majority of the algal flora in rivers and streams. These species encounter different exposure scenarios to pollutants as they are sedentary and not carried away by the current. This particular way of life leads to an integration of toxic effects over time. Therefore, in this study, the effects of six metals on the large unicellular benthic species Closterium ehrenbergii were examined. A miniaturized bioassay with low cell densities of 10-15 cells/mL using microplates was developed. Through chemical analysis, metal complexing properties in the culture medium were demonstrated, that could lead to an underestimation of metal toxicity. Thus, the medium was modified by excluding EDTA and TRIS. The toxicity of the six metals ranked by EC50 values in descending order, was as follows: Cu (5.5 µg/L) > Ag (9.2 µg/L) > Cd (18 µg/L) > Ni (260 µg/L) > Cr (990 µg/L) > Zn (1200 µg/L). In addition, toxic effects on the cell morphology were visualized. Based on a literature review, C. ehrenbergii was shown to be partly more sensitive than R. subcapitata which suggests that it can be a useful addition to ecotoxicological risk assessment.","Andreas Weber-Theen, Saeed S. Albaseer, T. Friedl, M. Lorenz, A. Gutowski, László Dören",10.1016/j.ecoenv.2023.114781,https://doi.org/10.1016/j.ecoenv.2023.114781,Ecotoxicology and Environmental Safety,2,2023,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Bacteria and Fungi as Alternatives for Remediation of Water Resources Polluting Heavy Metals,"Classical methods which used for removal of heavy metals from contaminated water are adsorption, precipitation, coagulation, ion exchange resin, evaporation, and membrane processes. Microbial biosorption can be used for the removal of contaminated waters with pollutants such as heavy metals and dyes which are not easily biodegradable. Microbial biosorbents are inexpensive, eco friendly and more effective for the removal of toxic metals from aqueous solution. In this review, the bacterial and fungal abilities for heavy metals ions removal are emphasized. Environmental factors which affect biosorption process are also discussed. A detailed description for the most common isotherm and kinetic models are presented. This article reviews the achievements and the current status of bacterial and fungal biosorption technology for heavy metals removal and provides insights for further researches.","J. Joo, K. A. Hussein, S. Hassan",10.7745/KJSSF.2011.44.4.600,https://doi.org/10.7745/KJSSF.2011.44.4.600,-,3,2011,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Microalgal biorefineries: a systematic review of technological trade-offs and innovation pathways,"This review critically examines the entire value chain of microalgal biorefineries, with the central aim of elucidating the key technological, economic, and environmental enablers and barriers that govern their transition from pilot-scale demonstrations to commercially viable, circular-economy applications. A systematic literature search was conducted across five major scientific databases using predefined Boolean strings: “algal biorefineries,” “microalgae biofuel,” “techno-economic analysis,” “life-cycle assessment,” and “bioproduct recovery.” Inclusion criteria encompassed peer-reviewed studies and authoritative policy documents published between January 2007 and March 2025 that provided empirical data on upstream cultivation, midstream processing, and downstream conversion, as well as techno-economic assessments (TEA) and life-cycle analyses (LCA). Exclusion criteria included non-English commentaries, purely theoretical models without experimental validation, and studies that focused exclusively on single-product streams. Unlike previous reviews that address isolated segments of the algal biorefinery pipeline, this work delivers a novel, integrative framework that synthesizes recent advances across cultivation modes, genetic and metabolic engineering, AI‐enabled optimization, and IoT‐driven monitoring. This review critically evaluates the trade-offs between CAPEX and OPEX, energy penalties associated with harvesting and drying, and inconsistencies in LCA to identify, where performance improvements yield the most significant economic and environmental returns. Finally, this review proposes a targeted research roadmap, spanning multivariate strain engineering, hybrid cultivation architectures, low‐energy harvesting technologies, cascade‐compatible fractionation platforms, standardized LCA/TEA protocols, and supportive policy mechanisms, that charts a clear path toward overcoming current bottlenecks. This comprehensive, evidence‐based synthesis aims to inform both academic research and industrial strategy, thereby advancing the field of sustainable algal biorefineries.","Yucong Geng, Alishba Shaukat, Wania Azhar, Qurat-ul-Ain Raza, Ayesha T Tahir, Muhammad Zain ul Abideen, Muhammad Abu Bakar Zia, Muhammad Amjad Bashir, A. Rehim",10.1186/s13068-025-02694-7,https://doi.org/10.1186/s13068-025-02694-7,Biotechnology for Biofuels and Bioproducts,4,2025,no,"While the paper has an industrial focus, it's specifically on biorefineries and biofuel production, not on industrial wastewater treatment for metal removal.",no,"While the paper mentions wastewater treatment, it's primarily in the context of using wastewater as a growth medium for microalgae cultivation, not for metal removal from industrial wastewaters.",no,The paper does not discuss any of the target metals or metal removal processes.,no,"The paper does not investigate microalgae as biosorbents for metal removal. It focuses on the use of microalgae in biorefineries for biofuel production, bioplastics, and other applications, without any mention of metal biosorption.",no,"While microalgae are a central component of the study, they are not being used as biosorbents for metal removal.",no,"The paper includes some quantitative data, but none related to metal biosorption performance. The data presented relates to biofuel yields, biomass production, and other biorefinery metrics.",yes,"This is a systematic review/meta-analysis of microalgal biorefineries, which would technically meet this criterion. However, the review's focus is not relevant to the target topic.",no,"The paper does not discuss any of the target metals (copper, nickel, cobalt, lithium, rare earth elements, heavy metals, or radioactive metals). The focus is entirely on biofuel production and related applications.",Exclude,"The systematic review focuses exclusively on microalgal biorefineries for biofuel production, completely missing the screening criteria related to metal biosorption, target metals, and industrial wastewater treatment. No quantitative performance data or discussion of metal removal processes are present, rendering the paper irrelevant to the specified research parameters. The study's comprehensive examination of microalgae is centered on biofuel, bioplastics, and bioproducts, not metal biosorption or industrial water treatment.",0.1
A Review on Phytoremediation and Microbial Remediation of Heavy Metals Management,"ABSTRACT:
This review is mainly focused on the removal of heavy metal from the environment by using various plants and microorganisms. Substantial Metal (HM) tainting issues are getting progressively basic in India; aimless utilization of these for human benefits like horticulture, modern, foundries, mining, smelters, coal-consuming force plants and metallurgical has changed their air biochemical parity. These outcomes in overabundance arrival of metals, for example, cadmium, chromium copper, nickel, iron, zinc, and so forth are bigger ecological contaminations, especially in zones with higher anthropogenic movement. The presentation of people to substantial metals can happen through different ways, which incorporate inward breath as residue or smoke, vaporization, and ingestion through various contaminated food material or may be some soft drinks. This review provides a comprehensive overview of the mechanisms used by plants and microbes in heavy metal uptake, transformation, and stabilization. It discusses key processes such as phytoextraction, phytostabilization, bioaccumulation, biosorption and biomineralization with high remediation potential. Recent advancements, limitations and future prospects for field-scale application are examined to understand the potential of integrated bioremediation approaches in restoring contaminated environments.
KEYWORDS: Bioremediation, Toxins, Heavy metals, Environment, microorganisms, phytoextraction",Thakur Pitambri,10.55041/ijsrem47503,https://doi.org/10.55041/ijsrem47503,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,0,2025,no,,no,,no,,no,,no,,no,,no,,no,,Exclude,Cannot perform full text screening: full text not available.,0.1
Biosorption: An Eco-Friendly Technology for Pollutant Removal,"Water is the most important resource and crucial for all the living being on earth. Industrial and agricultural expansion generates a lot of wastes that contaminate water resources of the earth. These contaminated waste water threatens the human health and ecosystem. Numerous conventional and eco-friendly methods have been implemented to address water pollution. Amongst various methods, biosorption process emerged as unique method for the removal of persistent, toxic pollutant from the industrial waste water. In biosorption process live or dead microbial species like bacteria, fungi, algae and agricultural wastes are used as biosorbent for the removal of potentially toxic pollutants like heavy metals, dye and polycyclic aromatic hydrocarbons. Biosorption is a complex process which involves physical and chemical binding, chelation, precipitation and complexation mechanism. Researches demonstrate that study of biosorption kinetic model is important in designing industrial-scale biosorption process. Various operating parameters such as pH, temperature, biosorbent dose, and agitation speed are important in optimizing biosorption process. Further, this chapter also reviews the desorption process which makes the biosorption process more economical due to the recovery of sorbate molecule from the loaded biomass.","Mayur Gahlout, H. Prajapati, Nirali Tandel, Y. Patel",10.1007/978-981-15-7455-9_9,https://doi.org/10.1007/978-981-15-7455-9_9,-,5,2021,no,,no,,no,,no,,no,,no,,no,,no,,Exclude,Cannot perform full text screening: full text not available.,0.1
Waste Biomaterials for Removal of Heavy Metals – An Overview,"Environment fortification must require the use of natural products instead of chemicals to minimize pollution. The detoxification of metal pollutants from wastewater by the development of biomaterials having higher affinity, capacity and selectivity had been found to be as an alternative over conventional technologies that were often inadequate to reduce concentrations in wastewater to acceptable regulatory standards. Plant-derived biomaterials and biomaterials of agricultural by-products for biosorption of heavy metals are an innovative and alternative low cost technology for treatment and/or reuse of waste products. Biotechnological exploitation of biosorption technology to remove heavy metals depends upon the efficiency of the regeneration of the biosorbent after metal desorption. The purpose of this paper is to approach one of the most relevant parts of biotechnology, namely bioremediation with its particular branch – biosorption – applied for heavy metal removal. In addition to that available information on the various cheaper biomaterials occurring as natural biosorbent, for clean up operation applications along with metal binding mechanism have been highlighted. _____________________________________________________________________________________________________________",S. S. Ahluwalia,-,-,-,4,2012,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Environmental problems of emerging toxic metals and treatment technology and methods,"The increasing industrial use of toxic metals essential for modern electronics and renewable energy presents significant environmental and health challenges. This review was needed to address the environmental risks posed by toxic metals, particularly those accumulating in soil and sediment ecosystems. The objective is to examine the sources of toxic metal pollution, their ecological impacts, and the effectiveness of existing treatment technologies. By comprehensively reviewing the recent literature, we analyzed the physiological and molecular responses of plants to toxic metals, focusing on their toxicity mechanisms. Key parameters measured include toxic metal concentration, soil and sediment health, microbial diversity, and plant stress responses. Our findings highlight that toxic metals, such as lithium, nickel, and indium, fueled by industrial activities, including mining and electronic waste disposal, significantly disrupt ecosystems. These metals bioaccumulate, harming soil microbial communities and aquatic life. For instance, in soil ecosystems, cadmium and lead inhibit microbial functions, while in aquatic systems, resuspension of sediment-bound metals leads to persistent contamination. Data show that phytoremediation and microbial techniques are effective in reducing toxic metal concentrations up to 30–40%. In conclusion, long-term monitoring and sustainable remediation strategies are essential to mitigate these environmental impacts. Future efforts should focus on enhancing the efficiency of bioremediation techniques and integrating these methods into global toxic metal management practices.","Yanhao Zhang, Zhiyuan Shen, Wenlu Zhou, Chengying Liu, Yi Li, Botao Ding, Peng Zhang, Xu Zhang, Zhibin Zhang",10.1039/d4ra06085g,https://doi.org/10.1039/d4ra06085g,RSC Advances,4,2024,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
"Microalgae-based domestic wastewater treatment: a review of biological aspects, bioremediation potential, and biomass production with biotechnological high-value","This review aims to perform an updated bibliographical survey on the cultivation of microalgae in domestic wastewater with a focus on biotechnological aspects. It was verified that the largest number of researches developed was about cultures in microalgae-bacteria consortium and mixed cultures of microalgae, followed by researches referring to the species Chlorella vulgaris and to the family Scenedesmaceae. According to published studies, these microorganisms are efficient in the biological treatment of domestic wastewater, as well as in the production of high value-added biomass, as they are capable of biosorbing the organic and inorganic compounds present in the culture medium, thus generating cells with high levels of lipids, proteins, and carbohydrates. These compounds are of great importance for different industry sectors, such as pharmaceuticals, food, and also for agriculture and aquaculture. In addition, biomolecules produced by microalgae can be extracted for several biotechnological applications; however, most studies focus on the production of biofuels, with biodiesel being the main one. There are also other emerging applications that still require more in-depth research, such as the use of biomass as a biofertilizer and biostimulant in the production of bioplastic. Therefore, it is concluded that the cultivation of microalgae in domestic wastewater is a sustainable way to promote effluent bioremediation and produce valuable biomass for the biobased industry, contributing to the development of technology for the green economy.
© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Barbara de Cassia Soares Brandão, C. Oliveira, Elizabeth Pereira dos Santos, J. L. de Abreu, D. W. S. Oliveira, S. M. B. C. da Silva, A. Gálvez",10.1007/s10661-023-12031-w,https://doi.org/10.1007/s10661-023-12031-w,Environmental Monitoring & Assessment,3,2023,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
Metode Fitoremediasi dalam Pengelolaan Air Tercemar Tembaga (Cu) Berdasarkan Literatur Review,"Increased industrialization and urbanization lead to heavy metal pollution of waters, causing serious environmental impacts. Existing microbial technologies to address this problem are often expensive and not always environmentally friendly. Phytoremediation, using plants to remove heavy metals, offers a cheaper and environmentally friendly solution. These methods include phytoextraction, phytostabilization, phytovolatilization, phytofiltration, and phytodegradation. Phytoremediation technology can be applied in-situ or ex-situ, with in-situ methods being more economical. The plants compared in the literature review are Ipomoae aquatica Forks, Salvinia molesta, Pistia stratiotes, Eichhornia crassipes and Sagittaria lancifolia. Based on previous studies, research shows plants such as water hyacinth (Eichhornia crassipes) and spear leaves (Sagittaria lancifolia) are effective in absorbing copper (Cu) from polluted water, making them optimal choices for phytoremediation. This technology provides an efficient and low-cost solution to address heavy metal pollution.",Rizki Khoiriah Nasution,10.56071/chemviro.v2i2.1042,https://doi.org/10.56071/chemviro.v2i2.1042,CHEMVIRO: Jurnal Kimia dan Ilmu Lingkungan (JKIL),0,2024,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,no,Cell not found,Unknown,Cell failed to load,0
